NUMERACION,CONSOLA,TITULO DEL JUEGO,JAPON,AMERICA DEL NORTE,PAL
1165,GB COLOR,CHOU GALS! KOTOBUKI RAN 2: MIRACLE GETTING,RELEASED,UNRELEASED,UNRELEASED
1166,GB COLOR,CLASSIC BUBBLE BOBBLE,RELEASED,RELEASED,RELEASED
1167,GB COLOR,COLIN MCRAE RALLY,UNRELEASED,UNRELEASED,RELEASED
1168,GB COLOR,COLUMNS GB: TEZUKA OZAMU CHARACTERS,RELEASED,UNRELEASED,UNRELEASED
1169,GB COLOR,COMMAND MASTER,RELEASED,UNRELEASED,UNRELEASED
1170,GB COLOR,COMMANDER KEEN,UNRELEASED,RELEASED,RELEASED
1171,GB COLOR,CONKER'S POCKET TALES,UNRELEASED,RELEASED,RELEASED
1172,GB COLOR,COOL BRICKS,UNRELEASED,UNRELEASED,RELEASED
1173,GB COLOR,CROC,UNRELEASED,RELEASED,RELEASED
1174,GB COLOR,CROC 2,UNRELEASED,RELEASED,RELEASED
1175,GB COLOR,CROSS HUNTER: MONSTER HUNTER VERSION,RELEASED,UNRELEASED,UNRELEASED
1176,GB COLOR,CROSS HUNTER: TREASURE HUNTER VERSION,RELEASED,UNRELEASED,UNRELEASED
1177,GB COLOR,CROSS HUNTER: X HUNTER VERSION,RELEASED,UNRELEASED,UNRELEASED
1178,GB COLOR,CRUIS'N EXOTICA,UNRELEASED,RELEASED,UNRELEASED
1179,GB COLOR,CRYSTALIS,UNRELEASED,RELEASED,UNRELEASED
1180,GB COLOR,CUBIX: ROBOTS FOR EVERYONE - RACE 'N ROBOTS,UNRELEASED,RELEASED,UNRELEASED
1181,GB COLOR,CYBERTIGER,UNRELEASED,RELEASED,RELEASED
1182,GB COLOR,CYBORG KURO-CHAN: DEVIL FUKKATSU!!,RELEASED,UNRELEASED,UNRELEASED
1183,GB COLOR,CYBORG KURO-CHAN 2: WHITE WOODS NO GYAKUSHUU,RELEASED,UNRELEASED,UNRELEASED
1184,GB COLOR,DAA! DAA! DAA! TOTSUZEN - CARD DE BATTLE DE URANAI!,RELEASED,UNRELEASED,UNRELEASED
1185,GB COLOR,DAFFY DUCK: FOWL PLAY,RELEASED,RELEASED,RELEASED
1186,GB COLOR,DAIKAIJUU MONOGATARI: THE MIRACLE OF THE ZONE II,RELEASED,UNRELEASED,UNRELEASED
1187,GB COLOR,DAIKU NO GEN-SAN: KACHIKACHI NO TONKACHI GA KACHI,RELEASED,UNRELEASED,UNRELEASED
1188,GB COLOR,DANCE DANCE REVOLUTION GB,RELEASED,UNRELEASED,UNRELEASED
1189,GB COLOR,DANCE DANCE REVOLUTION GB: DISNEY MIX,RELEASED,UNRELEASED,UNRELEASED
1190,GB COLOR,DANCE DANCE REVOLUTION GB2,RELEASED,UNRELEASED,UNRELEASED
1191,GB COLOR,DANCE DANCE REVOLUTION GB3,RELEASED,UNRELEASED,UNRELEASED
1192,GB COLOR,DANCING FURBY,RELEASED,UNRELEASED,UNRELEASED
1193,GB COLOR,DAS GEHEIMNIS DER HAPPY HIPPO-INSEL,UNRELEASED,UNRELEASED,RELEASED
1194,GB COLOR,DATA-NAVI PRO YAKYUU,RELEASED,UNRELEASED,UNRELEASED
1195,GB COLOR,DATA-NAVI PRO YAKYUU 2,RELEASED,UNRELEASED,UNRELEASED
1196,GB COLOR,DAVE MIRRA FREESTYLE BMX,UNRELEASED,RELEASED,RELEASED
1197,GB COLOR,DAVID BECKHAM SOCCER,UNRELEASED,UNRELEASED,RELEASED
1198,GB COLOR,DAVID O'LEARY'S TOTAL SOCCER 2000,UNRELEASED,UNRELEASED,RELEASED
1199,GB COLOR,DEAR DANIEL NO SWEET ADVENTURE: KITTY-CHAN O SAGASHITE,RELEASED,UNRELEASED,UNRELEASED
1200,GB COLOR,DEER HUNTER,UNRELEASED,RELEASED,UNRELEASED
1201,GB COLOR,DEJÀ VU I&II: THE CASEBOOKS OF ACE HARDING,RELEASED,RELEASED,UNRELEASED
1202,GB COLOR,DEJIKO NO MAHJONG PARTY,RELEASED,UNRELEASED,UNRELEASED
1203,GB COLOR,DENKI BLOCKS,UNRELEASED,UNRELEASED,RELEASED
1204,GB COLOR,DENSHA DE GO!,RELEASED,UNRELEASED,UNRELEASED
1205,GB COLOR,DENSHA DE GO! 2,RELEASED,UNRELEASED,UNRELEASED
1206,GB COLOR,DIE MAUS,UNRELEASED,UNRELEASED,RELEASED
1207,GB COLOR,DIE MAUS: VERRUECKTE OLYMPIADE,UNRELEASED,UNRELEASED,RELEASED
1208,GB COLOR,DIE ORIGINAL MOORHUHN JAGD,UNRELEASED,UNRELEASED,RELEASED
1209,GB COLOR,DINO BREEDER 3: GAIA FUKKATSU,RELEASED,UNRELEASED,UNRELEASED
1210,GB COLOR,DINO BREEDER 4,RELEASED,UNRELEASED,UNRELEASED
1211,GB COLOR,DINOSAUR,UNRELEASED,RELEASED,RELEASED
1212,GB COLOR,DINOSAUR'US,UNRELEASED,UNRELEASED,RELEASED
1213,GB COLOR,DIVA STARZ: MALL MANIA,UNRELEASED,RELEASED,RELEASED
1214,GB COLOR,DOGZ,UNRELEASED,RELEASED,RELEASED
1215,GB COLOR,DOKAPON! MILLENNIUM QUEST,RELEASED,UNRELEASED,UNRELEASED
1216,GB COLOR,DOKI DOKI DENSETSU: MAHOUJIN GURUGURU,RELEASED,UNRELEASED,UNRELEASED
1217,GB COLOR,DOKI DOKI SASETE!!,RELEASED,UNRELEASED,UNRELEASED
1218,GB COLOR,DONALD DUCK: GOIN' QUACKERS,RELEASED,RELEASED,RELEASED
1219,GB COLOR,DONKEY KONG COUNTRY,RELEASED,RELEASED,RELEASED
1220,GB COLOR,DONKEY KONG GB: DINKY KONG & DIXIE KONG,RELEASED,UNRELEASED,UNRELEASED
1221,GB COLOR,DORAEMON: ARUKE ARUKE LABYRINTH,RELEASED,UNRELEASED,UNRELEASED
1222,GB COLOR,DORAEMON: KIMI TO PET NO MONOGATARI,RELEASED,UNRELEASED,UNRELEASED
1223,GB COLOR,DORAEMON KART 2,RELEASED,UNRELEASED,UNRELEASED
1224,GB COLOR,DORAEMON MEMORIES: NOBITA NO OMOIDE DAIBOUKEN,RELEASED,UNRELEASED,UNRELEASED
1225,GB COLOR,DORAEMON NO QUIZ BOY,RELEASED,UNRELEASED,UNRELEASED
1226,GB COLOR,DORAEMON NO QUIZ BOY 2,RELEASED,UNRELEASED,UNRELEASED
1227,GB COLOR,DORAEMON NO STUDY BOY: GAKUSHUU KANJI GAME,RELEASED,UNRELEASED,UNRELEASED
1228,GB COLOR,DORAEMON NO STUDY BOY: KANJI YOMIKAKI MASTER,RELEASED,UNRELEASED,UNRELEASED
1229,GB COLOR,DORAEMON NO STUDY BOY: KUKU GAME,RELEASED,UNRELEASED,UNRELEASED
1230,GB COLOR,DOUG'S BIG GAME,UNRELEASED,RELEASED,RELEASED
1231,GB COLOR,DR. RIN NI KIITEMITE!: KOI NO RIN FUUSUI,RELEASED,UNRELEASED,UNRELEASED
1232,GB COLOR,DRACULA: CRAZY VAMPIRE,UNRELEASED,RELEASED,RELEASED
1233,GB COLOR,DRAGON BALL Z: LEGENDARY SUPER WARRIORS,RELEASED,RELEASED,RELEASED
1234,GB COLOR,DRAGON DANCE,RELEASED,RELEASED,RELEASED
1235,GB COLOR,DRAGON TALES: DRAGON ADVENTURES,UNRELEASED,RELEASED,UNRELEASED
1236,GB COLOR,DRAGON TALES: DRAGON WINGS,UNRELEASED,RELEASED,RELEASED
1237,GB COLOR,DRAGON WARRIOR I & II,RELEASED,RELEASED,UNRELEASED
1238,GB COLOR,DRAGON WARRIOR III,RELEASED,RELEASED,UNRELEASED
1239,GB COLOR,DRAGON WARRIOR MONSTERS,RELEASED,RELEASED,RELEASED
1240,GB COLOR,DRAGON WARRIOR MONSTERS 2: COBI'S JOURNEY,RELEASED,RELEASED,UNRELEASED
1241,GB COLOR,DRAGON WARRIOR MONSTERS 2: TARA'S ADVENTURE,RELEASED,RELEASED,UNRELEASED
1242,GB COLOR,DRAGON'S LAIR,UNRELEASED,RELEASED,RELEASED
1243,GB COLOR,DRIVER: YOU ARE THE WHEELMAN,UNRELEASED,RELEASED,RELEASED
1244,GB COLOR,DROPZONE,UNRELEASED,UNRELEASED,RELEASED
1245,GB COLOR,DT: LORDS OF GENOMES,RELEASED,UNRELEASED,UNRELEASED
1246,GB COLOR,DUKE NUKEM,UNRELEASED,RELEASED,RELEASED
1247,GB COLOR,THE DUKES OF HAZZARD: RACING FOR HOME,UNRELEASED,RELEASED,RELEASED
1248,GB COLOR,DUNGEON SAVIOR,RELEASED,UNRELEASED,UNRELEASED
1249,GB COLOR,DX JINSEI GAME,RELEASED,UNRELEASED,UNRELEASED
1250,GB COLOR,DX MONOPOLY GB,RELEASED,UNRELEASED,UNRELEASED
1251,GB COLOR,E.T. THE EXTRA-TERRESTRIAL AND THE COSMIC GARDEN,UNRELEASED,RELEASED,RELEASED
1252,GB COLOR,E.T. THE EXTRA-TERRESTRIAL: DIGITAL COMPANION,UNRELEASED,RELEASED,RELEASED
1253,GB COLOR,E.T. THE EXTRA-TERRESTRIAL: ESCAPE FROM PLANET EARTH,UNRELEASED,RELEASED,RELEASED
1254,GB COLOR,EARTHWORM JIM: MENACE 2 THE GALAXY,UNRELEASED,RELEASED,RELEASED
1255,GB COLOR,ECW HARDCORE REVOLUTION,UNRELEASED,RELEASED,RELEASED
1256,GB COLOR,ELEVATOR ACTION,RELEASED,RELEASED,RELEASED
1257,GB COLOR,ELIE NO ATELIER GB,RELEASED,UNRELEASED,UNRELEASED
1258,GB COLOR,THE EMPEROR'S NEW GROOVE,UNRELEASED,RELEASED,RELEASED
1259,GB COLOR,ESPN INTERNATIONAL TRACK & FIELD,RELEASED,RELEASED,RELEASED
1260,GB COLOR,ESPN NATIONAL HOCKEY NIGHT,UNRELEASED,RELEASED,UNRELEASED
1261,GB COLOR,EVEL KNIEVEL,UNRELEASED,RELEASED,RELEASED
1262,GB COLOR,EXTREME GHOSTBUSTERS,UNRELEASED,UNRELEASED,RELEASED
1263,GB COLOR,EXTREME SPORTS WITH THE BERENSTAIN BEARS,UNRELEASED,RELEASED,RELEASED
1264,GB COLOR,THE F.A. PREMIER LEAGUE STARS 2001,UNRELEASED,UNRELEASED,RELEASED
1265,GB COLOR,F1 CHAMPIONSHIP SEASON 2000,UNRELEASED,UNRELEASED,RELEASED
1266,GB COLOR,F1 RACING CHAMPIONSHIP,UNRELEASED,UNRELEASED,RELEASED
1267,GB COLOR,F-1 WORLD GRAND PRIX,RELEASED,UNRELEASED,RELEASED
1268,GB COLOR,F1 WORLD GRAND PRIX II,RELEASED,RELEASED,RELEASED
1269,GB COLOR,F-18 THUNDER STRIKE,UNRELEASED,RELEASED,RELEASED
1270,GB COLOR,FAIRY KITTY NO KAIUN JITEN: YOUSEI NO KUNI NO URANAI SHUGYOU,RELEASED,UNRELEASED,UNRELEASED
1271,GB COLOR,FERRET MONOGATARI: WATASHI NO OKINI IRI,RELEASED,UNRELEASED,UNRELEASED
1272,GB COLOR,FIFA 2000,UNRELEASED,RELEASED,RELEASED
1273,GB COLOR,THE FISH FILES,UNRELEASED,RELEASED,RELEASED
1274,GB COLOR,FISHER PRICE RESCUE HEROES FIRE FRENZY,UNRELEASED,RELEASED,UNRELEASED
1275,GB COLOR,FIX & FOXI - EPISODE 1: LUPO,UNRELEASED,UNRELEASED,RELEASED
1276,GB COLOR,THE FLINTSTONES: BURGERTIME IN BEDROCK,UNRELEASED,RELEASED,UNRELEASED
1277,GB COLOR,FLIPPER AND LOPAKA,UNRELEASED,UNRELEASED,RELEASED
1278,GB COLOR,FORCE 21,UNRELEASED,RELEASED,UNRELEASED
1279,GB COLOR,FORMULA ONE 2000,UNRELEASED,RELEASED,UNRELEASED
1280,GB COLOR,FORT BOYARD,UNRELEASED,UNRELEASED,RELEASED
1281,GB COLOR,FROGGER,UNRELEASED,RELEASED,RELEASED
1282,GB COLOR,FROGGER 2,UNRELEASED,RELEASED,UNRELEASED
1283,GB COLOR,FROM TV ANIMATION ONE PIECE: YUME NO LUFFY KAIZOKUDAN TANJOU!,RELEASED,UNRELEASED,UNRELEASED
1284,GB COLOR,FROM TV ANIMATION ONE PIECE: MABOROSHI NO GRAND LINE BOUKENKI!,RELEASED,UNRELEASED,UNRELEASED
1285,GB COLOR,FRONT ROW,RELEASED,UNRELEASED,UNRELEASED
1286,GB COLOR,FUSHIGI NO DUNGEON: FUURAI NO SHIREN GB2: SABAKU NO MAJOU,RELEASED,UNRELEASED,UNRELEASED
1287,GB COLOR,GAIA MASTER DUEL: CARD ATTACKERS,RELEASED,UNRELEASED,UNRELEASED
1288,GB COLOR,GAKKYUU OU YAMAZAKI,RELEASED,UNRELEASED,UNRELEASED
1289,GB COLOR,GAKUEN BATTLE FISHERS: YOKY SHIIMONO WA TSURE,RELEASED,UNRELEASED,UNRELEASED
1290,GB COLOR,GALAGA: DESTINATION EARTH,UNRELEASED,RELEASED,UNRELEASED
1291,GB COLOR,GAME BOY WARS 2,RELEASED,UNRELEASED,UNRELEASED
1292,GB COLOR,GAME BOY WARS 3,RELEASED,UNRELEASED,UNRELEASED
1293,GB COLOR,GAME CONVENI 21,RELEASED,UNRELEASED,UNRELEASED
1294,GB COLOR,GAME & WATCH GALLERY 2,UNRELEASED,RELEASED,RELEASED
1295,GB COLOR,GAME & WATCH GALLERY 3,RELEASED,RELEASED,RELEASED
1296,GB COLOR,GANBARE GOEMON - MONONOKE DOCHU TOBIDASE NABE-BUGYO!,RELEASED,UNRELEASED,UNRELEASED
1297,GB COLOR,GANBARE GOEMON - SEIKUSHI DYNAMITES ARAWARU!!,RELEASED,UNRELEASED,UNRELEASED
1298,GB COLOR,GANBARE GOEMON: TENGU-TOU NO GYAKUSHUU!,RELEASED,UNRELEASED,UNRELEASED
1299,GB COLOR,GB HAROBOTS,RELEASED,UNRELEASED,UNRELEASED
1300,GB COLOR,GENSOUMADEN SAIYUUKI: SABAKU NO SHIKAMI,RELEASED,UNRELEASED,UNRELEASED
1301,GB COLOR,GESSOU! DANGUN RACER ONSOKU BUSTER: DANGUN TAMA,RELEASED,UNRELEASED,UNRELEASED
1302,GB COLOR,GET MUSHI CLUB: MINNA NO KONCHUU DAIZUKAN,RELEASED,UNRELEASED,UNRELEASED
1303,GB COLOR,GEX: ENTER THE GECKO,UNRELEASED,RELEASED,RELEASED
1304,GB COLOR,GEX 3: DEEP POCKET GECKO,UNRELEASED,RELEASED,RELEASED
1305,GB COLOR,GHOSTS 'N GOBLINS,UNRELEASED,RELEASED,RELEASED
1306,GB COLOR,GIFT,UNRELEASED,UNRELEASED,RELEASED
1307,GB COLOR,GOBS OF GAMES,UNRELEASED,RELEASED,RELEASED
1308,GB COLOR,GODZILLA: THE SERIES,UNRELEASED,RELEASED,RELEASED
1309,GB COLOR,GODZILLA: THE SERIES - MONSTER WARS,UNRELEASED,RELEASED,RELEASED
1310,GB COLOR,GOLD AND GLORY: THE ROAD TO EL DORADO,UNRELEASED,RELEASED,RELEASED
1311,GB COLOR,GOLF DAISUKI,RELEASED,UNRELEASED,UNRELEASED
1312,GB COLOR,GOLF OU: THE KING OF GOLF,RELEASED,UNRELEASED,UNRELEASED
1313,GB COLOR,GONTA NO OKIRAKU DAIBOUKEN,RELEASED,UNRELEASED,UNRELEASED
1314,GB COLOR,GORAKU OU TANGO!,RELEASED,UNRELEASED,UNRELEASED
1315,GB COLOR,GRANDIA: PARALLEL TRIPPERS,RELEASED,UNRELEASED,UNRELEASED
1316,GB COLOR,GRAND THEFT AUTO,UNRELEASED,RELEASED,RELEASED
1317,GB COLOR,GRAND THEFT AUTO 2,UNRELEASED,RELEASED,RELEASED
1318,GB COLOR,GRAN DUEL: SHINKI DUNGEON NO HIHOU,RELEASED,UNRELEASED,UNRELEASED
1319,GB COLOR,THE GREAT BATTLE POCKET,RELEASED,UNRELEASED,UNRELEASED
1320,GB COLOR,GREMLINS: UNLEASHED!,UNRELEASED,UNRELEASED,RELEASED
1321,GB COLOR,THE GRINCH,RELEASED,RELEASED,RELEASED
1322,GB COLOR,GURUGURU GARAKUTAS,RELEASED,UNRELEASED,UNRELEASED
1323,GB COLOR,GURUGURU TOWN HANAMARU-KUN,RELEASED,UNRELEASED,UNRELEASED
1324,GB COLOR,GUTE ZEITEN SCHLECHTE ZEITEN QUIZ,UNRELEASED,UNRELEASED,RELEASED
1325,GB COLOR,GYOUTEN NINGEN BATSEELOR: DOCTOR GUY NO YABOU,RELEASED,UNRELEASED,UNRELEASED
1326,GB COLOR,HALLOWEEN RACER,UNRELEASED,UNRELEASED,RELEASED
1327,GB COLOR,HAMSTER CLUB,RELEASED,UNRELEASED,UNRELEASED
1328,GB COLOR,HAMSTER CLUB 2,RELEASED,UNRELEASED,UNRELEASED
1329,GB COLOR,HAMSTER CLUB: AWASETE CHUU,RELEASED,UNRELEASED,UNRELEASED
1330,GB COLOR,HAMSTER CLUB: OSHIEMA CHUU,RELEASED,UNRELEASED,UNRELEASED
1331,GB COLOR,HAMSTER MONOGATARI GB + MAGI HAM MAHOU NO SHOUJO,RELEASED,UNRELEASED,UNRELEASED
1332,GB COLOR,HAMSTER PARADISE,RELEASED,UNRELEASED,UNRELEASED
1333,GB COLOR,HAMSTER PARADISE 2,RELEASED,UNRELEASED,UNRELEASED
1334,GB COLOR,HAMSTER PARADISE 3,RELEASED,UNRELEASED,UNRELEASED
1335,GB COLOR,HAMSTER PARADISE 4,RELEASED,UNRELEASED,UNRELEASED
1336,GB COLOR,HAMTARO: TOMODACHI DAISAKUSEN DECHU,RELEASED,UNRELEASED,UNRELEASED
1337,GB COLOR,HAMTARO: HAM-HAMS UNITE!,RELEASED,RELEASED,RELEASED
1338,GB COLOR,HANASAKA TENSHI TENTEN-KUN NO BEAT BREAKER,RELEASED,UNRELEASED,UNRELEASED
1339,GB COLOR,HANA YORI DANGO: ANOTHER LOVE STORY,RELEASED,UNRELEASED,UNRELEASED
1340,GB COLOR,HANDS OF TIME,UNRELEASED,RELEASED,RELEASED
1341,GB COLOR,HARLEY-DAVIDSON: RACE ACROSS AMERICA,UNRELEASED,RELEASED,UNRELEASED
1342,GB COLOR,HARRY POTTER AND THE CHAMBER OF SECRETS,UNRELEASED,RELEASED,RELEASED
1343,GB COLOR,HARRY POTTER AND THE PHILOSOPHER'S STONE,RELEASED,RELEASED,RELEASED
1344,GB COLOR,HARVEST MOON GBC,UNRELEASED,RELEASED,RELEASED
1345,GB COLOR,HARVEST MOON 2 GBC,RELEASED,RELEASED,RELEASED
1346,GB COLOR,HARVEST MOON 3 GBC,RELEASED,RELEASED,UNRELEASED
1347,GB COLOR,HELLO KITTY'S CUBE FRENZY,UNRELEASED,RELEASED,RELEASED
1348,GB COLOR,HELLO KITTY NO BEADS KOUBOU,RELEASED,UNRELEASED,UNRELEASED
1349,GB COLOR,HELLO KITTY NO HAPPY HOUSE,RELEASED,UNRELEASED,UNRELEASED
1350,GB COLOR,HELLO KITTY NO MAGICAL MUSEUM,RELEASED,UNRELEASED,UNRELEASED
1351,GB COLOR,HELLO KITTY NO SWEET ADVENTURE: DANIEL-KUN NI AITAI,RELEASED,UNRELEASED,UNRELEASED
1352,GB COLOR,HELLO KITTY TO DEAR DANIEL NO DREAM ADVENTURE,RELEASED,UNRELEASED,UNRELEASED
1353,GB COLOR,HERCULES: THE LEGENDARY JOURNEYS,UNRELEASED,RELEASED,RELEASED
1354,GB COLOR,HEROES OF MIGHT AND MAGIC,UNRELEASED,RELEASED,RELEASED
1355,GB COLOR,HEROES OF MIGHT AND MAGIC II,UNRELEASED,RELEASED,RELEASED
1356,GB COLOR,HERO HERO-KUN,RELEASED,UNRELEASED,UNRELEASED
1357,GB COLOR,HEXCITE: THE SHAPES OF VICTORY,RELEASED,RELEASED,RELEASED
1358,GB COLOR,HIRYUU NO KEN RETSUDEN GB,RELEASED,UNRELEASED,UNRELEASED
1359,GB COLOR,HISSATSU PACHINKO BOY: CR MONSTER HOUSE,RELEASED,UNRELEASED,UNRELEASED
1360,GB COLOR,HOLE IN ONE GOLF,RELEASED,RELEASED,UNRELEASED
1361,GB COLOR,HOLLYWOOD PINBALL,RELEASED,UNRELEASED,RELEASED
1362,GB COLOR,HONKAKU 4 NINDA MAHJONG: MAHJONG OU,RELEASED,UNRELEASED,UNRELEASED
1363,GB COLOR,HONKAKU HANAFUDA GB,RELEASED,UNRELEASED,UNRELEASED
1364,GB COLOR,HONKAKU SHOUGI: SHOUGI OU,RELEASED,UNRELEASED,UNRELEASED
1365,GB COLOR,HONKAKU TAISEN SHOUGI AYUMU,RELEASED,UNRELEASED,UNRELEASED
1366,GB COLOR,HOT WHEELS: STUNT TRACK DRIVER,UNRELEASED,RELEASED,RELEASED
1367,GB COLOR,HOYLE CARD GAMES,UNRELEASED,RELEASED,UNRELEASED
1368,GB COLOR,HOYLE CASINO,UNRELEASED,RELEASED,UNRELEASED
1369,GB COLOR,HUGO 2½,UNRELEASED,UNRELEASED,RELEASED
1370,GB COLOR,HUGO: BLACK DIAMOND FEVER,UNRELEASED,UNRELEASED,RELEASED
1371,GB COLOR,HUGO: THE EVIL MIRROR,UNRELEASED,UNRELEASED,RELEASED
1372,GB COLOR,HUNTER X HUNTER: HUNTER NO KEIFU,RELEASED,UNRELEASED,UNRELEASED
1373,GB COLOR,HUNTER X HUNTER: KINDAN NO HIHOU,RELEASED,UNRELEASED,UNRELEASED
1374,GB COLOR,HYPE: THE TIME QUEST,UNRELEASED,UNRELEASED,RELEASED
1375,GB COLOR,IDE YOSUKE NO MAHJONG KYOUSHITSU GB,RELEASED,UNRELEASED,UNRELEASED
1376,GB COLOR,INDIANA JONES AND THE INFERNAL MACHINE,UNRELEASED,RELEASED,RELEASED
1377,GB COLOR,INSPECTOR GADGET: OPERATION MADKACTUS,UNRELEASED,RELEASED,RELEASED
1378,GB COLOR,INTERNATIONAL KARATE 2000,UNRELEASED,UNRELEASED,RELEASED
1379,GB COLOR,INTERNATIONAL RALLY,RELEASED,RELEASED,RELEASED
1380,GB COLOR,INTERNATIONAL SUPERSTAR SOCCER '99,RELEASED,RELEASED,RELEASED
1381,GB COLOR,INTERNATIONAL SUPERSTAR SOCCER 2000,RELEASED,RELEASED,RELEASED
1382,GB COLOR,INTERNATIONAL TRACK & FIELD,RELEASED,RELEASED,RELEASED
1383,GB COLOR,ITSUDEMO PACHINKO GB: CR MONSTER HOUSE,RELEASED,UNRELEASED,UNRELEASED
1384,GB COLOR,JAGAINU-KUN,RELEASED,UNRELEASED,UNRELEASED
1385,GB COLOR,JANKYUUSEI: COSPLAY - PARADISE,RELEASED,UNRELEASED,UNRELEASED
1386,GB COLOR,JANOSCH: DAS GROSSE PANAMA-SPIEL,UNRELEASED,UNRELEASED,RELEASED
1387,GB COLOR,JAGUAR MISHIN SASHI SENYOU SOFT: MARIO FAMILY,RELEASED,UNRELEASED,UNRELEASED
1388,GB COLOR,JEFF GORDON XS RACING,UNRELEASED,RELEASED,UNRELEASED
1389,GB COLOR,JEREMY MCGRATH SUPERCROSS 2000,UNRELEASED,RELEASED,RELEASED
1390,GB COLOR,JET DE GO!: LET'S GO BY AIRLINER,RELEASED,UNRELEASED,UNRELEASED
1391,GB COLOR,JIM HENSON'S BEAR IN THE BIG BLUE HOUSE,UNRELEASED,RELEASED,RELEASED
1392,GB COLOR,JIM HENSON'S MUPPETS,UNRELEASED,RELEASED,RELEASED
1393,GB COLOR,JIMMY WHITE'S CUE BALL,UNRELEASED,UNRELEASED,RELEASED
1394,GB COLOR,JINSEI GAME: TOMEDACHI TAKUSAN TSUKUROUYO!,RELEASED,UNRELEASED,UNRELEASED
1395,GB COLOR,JISSEN NI YAKUDATSU TSUMEGO,RELEASED,UNRELEASED,UNRELEASED
1396,GB COLOR,J.LEAGUE EXCITE STAGE GB,RELEASED,UNRELEASED,UNRELEASED
1397,GB COLOR,J.LEAGUE EXCITE STAGE TACTICS,RELEASED,UNRELEASED,UNRELEASED
1398,GB COLOR,JISEDAI BEGOMA BATTLE BEYBLADE,RELEASED,UNRELEASED,UNRELEASED
1399,GB COLOR,JOHN ROMERO'S DAIKATANA,RELEASED,UNRELEASED,RELEASED
1400,GB COLOR,JORYUU JANSHI NI CHOUSEN GB: WATASHITACHI NI CHOUSEN SHITENE,RELEASED,UNRELEASED,UNRELEASED
1401,GB COLOR,JUMPSTART: DINO ADVENTURE FIELD TRIP,UNRELEASED,RELEASED,UNRELEASED
1402,GB COLOR,THE JUNGLE BOOK: MOWGLI'S WILD ADVENTURE,UNRELEASED,RELEASED,RELEASED
1403,GB COLOR,JUUKOU SENKI BULLET BATTLERS,RELEASED,UNRELEASED,UNRELEASED
1404,GB COLOR,KAIJIN ZONA,RELEASED,UNRELEASED,UNRELEASED
1405,GB COLOR,KAITEI DENSETSU!! TREASURE WORLD,RELEASED,UNRELEASED,UNRELEASED
1406,GB COLOR,KAKURENBO BATTLE MONSTER TACTICS,RELEASED,UNRELEASED,UNRELEASED
1407,GB COLOR,KAKUTOU RYOURI DENSETSU BISTRO RECIPE: GEKITOU - FOODON BATTLE HEN,RELEASED,UNRELEASED,UNRELEASED
1408,GB COLOR,KAKUTOU RYOURI DENSETSU BISTRO RECIPE: KETTOU - BISTGARM HEN,RELEASED,UNRELEASED,UNRELEASED
1409,GB COLOR,KANDUME MONSTERS PARFAIT,RELEASED,UNRELEASED,UNRELEASED
1410,GB COLOR,KANJI BOY,RELEASED,UNRELEASED,UNRELEASED
1411,GB COLOR,KANJI BOY 2,RELEASED,UNRELEASED,UNRELEASED
1412,GB COLOR,KANJI BOY 3,RELEASED,UNRELEASED,UNRELEASED
1413,GB COLOR,KANJI DE PUZZLE,RELEASED,UNRELEASED,UNRELEASED
1414,GB COLOR,KÄPT'N BLAUBÄR: DIE VERRÜCKTE SCHATZSUCHE,UNRELEASED,UNRELEASED,RELEASED
1415,GB COLOR,KARAMUCHOU WA OOSAWAGI!: OKAWARI!,RELEASED,UNRELEASED,UNRELEASED
1416,GB COLOR,KARAMUCHOU WA OOSAWAGI!: PORINKIIS TO OKASHINA NAKAMATACHI,RELEASED,UNRELEASED,UNRELEASED
1417,GB COLOR,KARAN KORON GAKUEN: HANAFUDA MAHJONG,RELEASED,UNRELEASED,UNRELEASED
1418,GB COLOR,KASEKI SOUSEI REBORN II: MONSTER DIGGER,RELEASED,UNRELEASED,UNRELEASED
1419,GB COLOR,KATOU ICHI-NI-SAN KUDAN: SHOUGI KYOUSHITSU,RELEASED,UNRELEASED,UNRELEASED
1420,GB COLOR,KAWAII PET SHOP MONOGATARI,RELEASED,UNRELEASED,UNRELEASED
1421,GB COLOR,KAWAII PET SHOP MONOGATARI 2,RELEASED,UNRELEASED,UNRELEASED
1422,GB COLOR,KEEP THE BALANCE,UNRELEASED,UNRELEASED,RELEASED
1423,GB COLOR,KEIBAJOU HE GYOUKOU! WIDE,RELEASED,UNRELEASED,UNRELEASED
1424,GB COLOR,KEITAI DENJU TELEFANG: POWER VERSION,RELEASED,UNRELEASED,UNRELEASED
1425,GB COLOR,KEITAI DENJU TELEFANG: SPEED VERSION,RELEASED,UNRELEASED,UNRELEASED
1426,GB COLOR,KELLY CLUB: CLUBHOUSE FUN,UNRELEASED,RELEASED,RELEASED
1427,GB COLOR,KEN GRIFFEY JR.'S SLUGFEST,UNRELEASED,RELEASED,UNRELEASED
1428,GB COLOR,KETTO TRANSFORMERS BEAST WARS: BEAST SENSHI SAIKYO KETTEISEN,RELEASED,UNRELEASED,UNRELEASED
1429,GB COLOR,KIDOU SENKAN NADESICO: RURI RURI MAHJONG,RELEASED,UNRELEASED,UNRELEASED
